,pre_turn_1,pre_turn_2,pre_turn_3,pre_turn_4,question,answer,after_turn_1,after_turn_2,after_turn_3,after_turn_4
59, , ,你好！,hello，你好！,你最近有了解过互联网相关行业吗？,不是太了解，怎么了吗？,哎呀，你这都不知道啊，前不久智联招聘发布了一份关于互联网产业平均月薪的报告。,这样啊，那这个产业的平均月薪大概有多少啊？,据报告显示，2019年三季度，互联网产业平均月薪水平达9296元，领先全行业平均水平。,哇塞，这么多啊，我一个月的月薪都达不到它的一半呢？真羡慕啊。
60, , ,嗨喽。,你好。,你也在关注梅西的球赛嘛？,不怎么关注哎，但是梅西还是知道一点的。,这样呀，这次梅西与格里兹曼的私交那可是又上了一次热搜。,没看到欸，发生了什么事情吗？,就是梅西与格里兹曼的传球问题，让人觉得梅西与格里兹曼已经割裂的问题。,这么严重的吗？我记得梅西和格里兹曼的关系一直很不错的。
61, , ,嗨，你好！,hello，你好！,你最近有了解过珠海精英超级赛吗？,不是很了解，你能跟我说说这是一个关于什么的赛事吗？,这是一个没关于女子网球运动的比赛，在珠海举办的。,哦，这样啊，这有什么新奇的吗？就是运动员比赛啊。,当然值得一看了，这可是萨巴仑卡的网球赛啊！,你很喜欢她吗？你难道是她的粉丝吗？
62, , ,嗨喽。,你好。,你知道最近的萨巴伦卡夺冠的事情嘛？,不清楚哎，是哪个方面的运动员呀。,网球呀，很厉害的一个外国选手。,网球我只知道李娜，中国的网球一姐。,我也知道李娜，不过这次的比赛很精彩的，萨巴伦卡表现的非常好。,这样吗，说来听听吧。
63,嗨喽。,你好。,你难道也喜欢温碧霞嘛？,温碧霞还好吧，不过她可是老一代的港台女明星了。,是呀，她最近有一部戏杀青了，叫堕落花，你知道吗？,不知道，她近几年都没有什么影视作品，所以没怎么关注。,这样呀，听说这部电影预计明年四月份上映，感觉还是挺期待的。,主演就是她嘛？她的演技还是很不错的。,对，在众多港台老一辈的女明星中，温碧霞是状态保持得非常好的一位。,其实娱乐圈中还是有很多女星被称为“不老女神”，比如65岁的赵雅芝、48岁的黎姿等等。
64, , ,hello，你好~,你好，怎么？,你知道最近关于女排世界杯的新闻吗？,没有听过，是有哪个队伍完胜吗？看你那么激动的样子,哇，你简直就是我肚子里面的蛔虫啊~怎么了解我~,我可没有那么恶心啊~我就是随便猜猜的，看来我是猜对了，嘻嘻~,你个逗比，不过还真的是美国队完胜巴西队呢，也是因为这个获得了五连胜呢,这么牛逼啊，感觉很厉害的样子，那在这个必死啊中中国队怎么样啊？是不是也有这么高的成就啊？
65,是九月三十号公映，你要去看吗？,要的啊，献礼新中国成立70周年诶，而且还有我喜欢的演员那肯定要去看的。,确实，朱一龙演的《镇魂》很好看啊，他的长相就是那种一眼看就很帅那种，很标志。,对啊 ，就是搞不懂他之前怎么没火，那么好的一个小哥哥，演技也是没话说。,之前他和安悦溪演了一部剧叫《浮生若梦》你看了吗？,看了，但是我没看完，我觉得整部剧就是靠着罗浮生在撑，剧情真的有点看不下去。,我也看了一点，确实有点看不下去。明年好像有新剧他的。,我也听说了，和刘诗诗演的，还很期待，刘诗诗我很喜欢她。,对。不知道是不是明年播啊，我还没看到官宣。,期待的剧还是挺多的，《有匪》《余生请多指教》，但是就是不知道什么时候。
66,你好啊。,你好。,你平时喜欢看体育新闻吗？,还好，偶尔会看看。,今年男排亚锦赛中国队首战对阵伊朗队你知道这个吗？,不知道哦，我没看到这个，结果怎么样啊?,结果有点惨，连输三局。,天呐，确实有点惨啊，开场就吃了败仗还是连输三局。,就是啊 ，而且对手真的很强，一直处于下风，找不到机会。,伊朗太强了，复赛呢？
67,我稍稍关注了一下，好像今年中国队又取得了胜利！,是的呢，咋中国队以3比0完胜美国队了，这个成绩真是令人震撼呀！,哇！这这么厉害，那岂不是已经取得本次世界杯的七连胜了。,是挺厉害的。虽然在第三局的时候，中国队遭遇了判罚，但比赛结果还是让我满意的。,怎么回事？只有中国队遭到了判罚吗？,不是的。中国队和美国队都遭到了判罚，但中国教练与美国主帅表现不同，这可能也是中国队获胜的原因之一吧。,哦，原来是这样的，据我了解美国在第三局刚开始的时候，不是领先的吗？,是的，而且她们是以2-0领先一步的，具体情况我也不是特别清楚，待会儿再去查一下。,可以的，待会儿，我也去了解一下，毕竟我也是中国女排的粉丝。虽然不怎么专业。,哇，你也是粉丝呀！那你知道这个比赛多久举办一次呀！
68,哇！这这么厉害，那岂不是已经取得本次世界杯的七连胜了。,是挺厉害的。虽然在第三局的时候，中国队遭遇了判罚，但比赛结果还是让我满意的。,怎么回事？只有中国队遭到了判罚吗？,不是的。中国队和美国队都遭到了判罚，但中国教练与美国主帅表现不同，这可能也是中国队获胜的原因之一吧。,哦，原来是这样的，据我了解美国在第三局刚开始的时候，不是领先的吗？,是的，而且她们是以2-0领先一步的，具体情况我也不是特别清楚，待会儿再去查一下。,可以的，待会儿，我也去了解一下，毕竟我也是中国女排的粉丝。虽然不怎么专业。,哇，你也是粉丝呀！那你知道这个比赛多久举办一次呀！,这个我知道，这个比赛四年举行一次，而且从1977年开始，日本成为这个赛事的永久举办地。,是的，看来你真的是粉丝了，那你知道这次6-6战平时的请情况吗？
69,有钱啊，买苹果的还是不错的，就是太贵了，要1万多吧！,是啊，苹果的主要是系统还比较好用嘛，而且还用的比较久。这个是比较好的。,好吧，我也想买一个苹果就是兜里的钱不允许，没办法嘛。,你可以买个iPhoneX也还是比较不错的啊，你说是不是？,iPhoneX和最新的11有什么区别呢？我感觉好像都一样吗？,不是啊，iPhone11是三个摄像头，这个是非常好的，而且拍照清晰的很。,那还是买X吧，至少比较便宜一点，其实华为也是不错的。,华为是不错啊，就是安卓系统就很烦了，也对，安卓的比苹果相差太大了。,没办法嘛，安卓系统都卡，苹果系统都比较流畅。,哈哈，我要去吃早饭了。拜拜啊！
70,嗨！你好！,你好！,你也在看这篇报道啊？,嗯嗯。,你喜欢足球吗？,不喜欢，怎么了？,我以为你是因为喜欢足球才看这篇新闻的。,不是，就刚刚刷到这里就点进来顺便看看。,哦哦这样啊，那你喜欢足球明星吗？,挺喜欢的，不过并不是很了解。
71,为什么呢？,他交往了太多的女朋友，同时还跟不同的女人有了4个孩子。,确实，不过他交往的女友都好漂亮啊。,那倒是，不漂亮又怎么会看得上她呢？,哎，男人都是只看外表的吗？,不是吧，但是首先看的是外表不是吗？,或许吧。, , , 
72, , ,你好呀！,嗨，你好。,你知道《荣耀战魂》这个游戏嘛？,没听过，不过这游戏听着让我想起了《王者荣耀》，名字挺像的。,嗯嗯确实，这个游戏也是才发布出来的，你可以去看看，感觉还挺好玩的。,好吧，是什么类型的游戏啊？肯定也会有很多英雄人物。,是的，这游戏也是一个战役模式。立马很多英雄人物还有皮肤可以选择。,那应该还不错，我之前玩的游戏基本上都是人物游戏，还挺好的很有意思。
73,你好啊。,你好。,哎，你最近有关注育碧出的新游戏吗？,我有关注刺客信条和看门狗这两个游戏哈哈。,那荣耀战魂你有关注吗？,没关注这个哎，好玩吗？,最近才上线我还没来得及玩呢，但是感觉还不错啊。,毕竟是育碧出的游戏嘛那肯定还是有质量保证的。,嗯嗯，刺客信条你玩过吗？,玩过啊，我觉得好蛮好玩哈哈，被我完成了跑酷游戏。
74, , ,哈喽。,你好啊。,你最近有在关注足球吗？,没有啊，我不是很喜欢足球呢。,这样啊，那席尔瓦种族歧视你知道吗？,我有听说一点哎，他不是被禁赛了啊？,嗯嗯，最近有好几场比赛都禁赛了，感觉这件事还挺严重的。,外国人对这种歧视黑人的就很严格，对歧视亚洲人的就当做没看到。
75, , ,你好,你好，你知道最近的跑腿业务吗？,你说的是送外卖的那个吗？,不是，是最近顺丰新出的那个“跑腿业务”,顺丰要给美团，饿了吗，争抢市场了呀？,主要是和达达抢占市场，美团，饿了吗面向的对象都不一样,哦？达达？这个我知道他们现在新出的“帮我买”那个业务，顺丰也要开通这个？,是的，而且据有关数据显示，好像价位上面要便宜一点
76,啊！那是什么类型的呢？其实，只要不是恐怖片就行，因为个人胆子较小，哈哈！,是犯罪悬疑片，不过剧本好歹获过奖，又有影帝加盟，质量绝对可以，但绝对不是恐怖片哈！,哇！犯罪片，我喜欢。这次又是哪位影帝呀？有肖战吗？,影帝是张家辉，让你失望了，没有肖战，只有张翰。,张翰，那个承包鱼塘的霸道总裁？这里面也演霸总吗？,没那么夸张，人家这里面可是个铁血硬汉哦，其实战狼2就有点硬汉的样子了嘛，他也不能一直演霸总啊,我怎么有点不敢相信，他能演出那种感觉吗？,这次算转型之作吧，毕竟尔冬升导演也相信他能演好，只能说可以期待一下呗。,也行，可以期待一下。但是我是肖战粉，就算他演得好我也不会转粉的。,我也喜欢肖战，还喜欢王一博。他们之前还合作了。
77,毕竟打铁要趁热嘛，尤其这次还携手了空前强大的产业链合作伙伴，自然要秀一把啊。,这也看出了AMD的野心勃勃，他想的可是重新定义现代数据中心的新标准啊。,是不是还要共创数据中心的新未来啊？,是啊，而且继锐龙在台式机领域获得成功后，他们还想进一步扩大占据到笔记本电脑市场哦。,你如果说用在手机上，我还觉得没什么问题，用在电脑上，效果不会受到影响吗？,不会的，这可是他们携手宏碁、华硕、戴尔、荣耀、惠普和联想等合作伙伴共同推出的呢！,强强联合？还在各自为政这可说不准啊。,不会吧，毕竟合作使人进步，团结点力量大嘛！独占的小蛋糕也不一定比大蛋糕多嘛。,也是哈，希望他们推出的新产品可以带给消费者更好的体验！,对呀，市场怎样与我们没有太大的关系，我们主要看中的还是产品嘛。
78, ,"哈喽,你好!",你好!,"你这是打的什么游戏呀,还很不错的.","恩,打的英雄联盟,还很不错的,你没有玩过吗?","没哦,我很少打游戏,一般都玩一些单机游戏.","哦哦,是这样呀,不过我很少玩单机游戏.","哦哦,那你平常在家打游戏电脑卡不卡呀.","其实家里的电脑还好,很多时候都是在网吧打英雄联盟这类游戏哦.","哦哦,那你知道最近北京举行了处理器万众一芯的峰会."
