,question,answer,label
2613,auto transport enterprise-east otobüsünde tuvalet var mı?,"hayır, auto transport enterprise-east otobüslerinde genellikle tuvalet yoktur. endişelenmeyin. otobüs, yolculuğunuz sırasında molalar verecektir. bu sırada yürüyüş yapabilir, tuvaleti kullanabilir ve atıştırmalıklar alabilirsiniz.",no
2616,bu tatil evi içinde kumarhane var mı? ,"hayır, bu tatil evi kumarhane içermez. ancak yakında central coast kumarhanesi (12 dk. araçla gidiş mesafesi) bulunur. ",no
2619,samsung a8 2015 gold ekran değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. samsung a8 2015 gold ekran değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
2621,star lodge içinde kumarhane var mı? ,"hayır, bu motel kumarhane içermez. ancak yakında lake city casino kamloops kumarhanesi (5 dk. araçla gidiş mesafesi) bulunur. ",no
2716,"hotel roma tunis, misafirlerine otelde otopark imkânı sunuyor mu? ","maalesef hayır, ancak araçlar sokağa park edilebilir. ",no
2751,red solstice 2: survivors - digital art book türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
2767,the westin arlington gateway içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında mgm ulusal limanı (26 dk. araçla gidiş mesafesi) bulunur. ",no
2769,sad humenne otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, sad humenne ile yolculuk yaparken basılı bir bilete ihtiyacınız yoktur! otobüse binmek için sadece akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği gösterin. busbud'dan bilet aldığınız zaman e-biletinizi e-postayla alacaksınız.",no
2815,gözlük takıyorum. ehliyet fotoğrafı çekerken gözlüğümü çıkarmalı mıyım?,hayır. sağlık sebepleriyle kullanmakta olduğunuz numaralı gözlüklerinizle ehliyet fotoğrafı çekebilirsiniz. ancak güneş gözlüğü gibi ya da imaj gözlüğü gibi renkli gözlükler ehliyet fotoğrafında takılamaz.,no
2828,segesta autolinee'de kablosuz ağ var mı?,"hayır, segesta autolinee otobüslerinde kablosuz ağ yok! endişe etmeyin, otobüsteki zamanınızı ihtiyacınız olan uykuyu uyumak için kullanabilirsiniz! ayrıca en sevdiğiniz filmleri, tv dizilerini ve sesli kitapları indirebilir ya da iyi bir kitap getirebilirsiniz.",no
2830,adguard pro cihazımda yüklü iken normal adguard uygulamasının hâlâ yüklü olmasına gerek var mı?,hayır gerek yok. adguard pro normal sürümün yaptığı herşeyi yapabilir hatta fazlasını yapar.,no
2862,europa universalis iv türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
2876,fucitec krem pişik İçin kullanılır mı?,"hayır, bu krem pişik için kullanılmaz.",no
2905,sandman hotel edmonton west içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında palace casino kumarhanesi (3 dk. araçla gidiş mesafesi) ve river cree kumarhanesi (8 dk. araçla gidiş mesafesi) bulunur. ",no
2911,gothic 3: forsaken gods enhanced edition türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
2932,omega group 84 otobüsünde tuvalet var mı?,"hayır, omega group 84 otobüslerinde genellikle tuvalet yoktur. endişelenmeyin, otobüs yolculuğunuz sırasında tuvalet ve dinlenme molaları verir. mola sırasında yürüyüşe çıkabilir, tuvaleti kullanabilir ve atıştırmalıklar alabilirsiniz.",no
2935,battlefield v - starter pack türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
2963,nio kârlı mı?,"hayır, nio henüz kârlı bir şirket değil. ancak nio’nun başkanı lihong qin’e göre şirket önümüzdeki bir veya iki yıl içinde kârlılığa ulaşabilir.",no
2998,moving out - movers in paradise türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3019,hotel puerta san pedro içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında majestic casino (13 dk. araçla gidiş mesafesi) bulunur. ",no
3033,princess royale oceanfront resort içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino at ocean downs (14 dk. araçla gidiş mesafesi) bulunur. ",no
3056,navigator ltd / навигатор otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, navigator ltd / навигатор ile yolculuk yaparken basılı bir bilete ihtiyacınız yoktur! otobüse binmek için sadece akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği gösterin. busbud'dan bilet aldığınız zaman e-biletinizi e-postayla alacaksınız.",no
3065,mirador de gornazo içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında gran casino del sardinero kumarhanesi (23 dk. araçla gidiş mesafesi) bulunur. ",no
3095,"shaftson, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
3107,portaventura hotel colorado creek -theme park tickets included içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında tarragona kumarhanesi (14 dk. araçla gidiş mesafesi) bulunur. ",no
3137,emekli maaş promosyonu maaştan kesinti yapar mı?,hayır. emekli maaş promosyonu banka tarafından size ödenen ek bir ödemedir. maaşınızdan kesilmez.,no
3157,hello lisbon terreiro do paço collection apartments içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında lisbon casino (20 dk. araçla gidiş mesafesi) bulunur. ",no
3161,cape grandeur içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında grandwest casino & entertainment world (9 dk. araçla gidiş mesafesi) bulunur. ",no
3171,"payless, saint paul ulus. havalimanı (msp) havaalanında araç kiralama şubesine sahip mi?",hayır (verilerimize göre),no
3176,aix kabaj palais & spa içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino de marrakech (7 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (14 dk. araçla gidiş mesafesi) bulunur. ",no
3181,the business inn içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino du lac leamy (8 dk. araçla gidiş mesafesi) ve rideau carleton yarış pisti (18 dk. araçla gidiş mesafesi) bulunur. ",no
3221,hotel hoppe içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında spielbank hohensyburg kumarhanesi (12 dk. araçla gidiş mesafesi) bulunur. ",no
3241,the battle of polytopia türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3243,st peter vatican rooms misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
3275,zonguldak spor salonu fitness web sitesi yaptırdığımda her yıl aynı ücreti mi ödeyeceğim?,"hayır, her yıl sadece domain, hosting gibi web sitesini oluşturan ana birimlerin uzatılması ödenmektedir. ",no
3278,racic eurobus otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, biletinizi yazdırmanız gerekmez. akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği göstererek racic eurobus otobüslerine binebilirsiniz. busbud'dan bilet aldığınız zaman e-biletiniz size e-postayla gönderilecektir.",no
3287,nh wien belvedere misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
3290,xiaomi mi 3 ekran değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi 3 ekran değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
3303,tokyo star hotel havuza sahip mi?,"hayır, tokyo star hotel tesis içinde bir havuza sahip değildir.",no
3309,holiday inn express frankfurt messe içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino bad homburg kumarhanesi (15 dk. araçla gidiş mesafesi) bulunur. ",no
3312,kingdom two crowns türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3320,citin pratunam bangkok hotel by compass hospitality misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
3339,"navillera hanok pension, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
3377,novotel queenstown lakeside içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında skycity queenstown casino kumarhanesi (4 dk. yürüme mesafesi) ve skycity wharf casino (5 dk. yürüme mesafesi) bulunur. ",no
3409,asmin hotel bodrum ücretsiz park imkanı sunuyor mu?,"hayır, asmin hotel bodrum ücretsiz park imkanı sunmamaktadır.",no
3468,"idolina guest house, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
3480,online tahsilat hizmetini kendi web siteme entegre edebilir miyim?,"hayır. uygulama üzerinde verdiğimiz online tahsilat hizmeti, paraşüt üzerinde oluşturmuş olduğunuz faturayı e-posta ile paylaşarak fatura üzerinden tahsilat talep edilmesi şeklinde çalışmaktadır.",no
3482,xiaomi elektrikli scooter 10 hata kodu bluetooth (ble) modülü i̇letişim hatası ( fiyat sorunuz ) sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi elektrikli scooter 10 hata kodu bluetooth (ble) modülü i̇letişim hatası ( fiyat sorunuz ) hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
3561,riad amskal içinde kumarhane var mı? ,"hayır, bu riad otel kumarhane içermez. ancak yakında casino de marrakech (4 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (21 dk. araçla gidiş mesafesi) bulunur. ",no
3576,ai drone simulator türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3633,fade to silence türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3647,"holiday inn express pittsburgh east - mall area, an ihg hotel içinde kumarhane var mı? ","hayır, bu otel kumarhane içermez. ancak yakında rivers casino kumarhanesi (18 dk. araçla gidiş mesafesi) bulunur. ",no
3651,aksama süresi yaşayacak mıyım?,hayır. i̇ki kaydedici arasındaki domain transferleri web sitenizin aksama süresi yaşamasına sebep olmaz. bu işlem sürecinde web siteniz her zamanki gibi çalışacaktır.,no
3659,château peyronnet içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında barriere casino theatre kumarhanesi (18 dk. araçla gidiş mesafesi) bulunur. ",no
3660,arma 3 creator dlc: s.o.g. prairie fire türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3686,courtyard reno downtown/riverfront içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında club cal-neva kumarhanesi (3 dk. yürüme mesafesi) ve casino at siena hotel spa (3 dk. yürüme mesafesi) bulunur. ",no
3709,bu tatil evi içinde kumarhane var mı? ,"hayır, bu tatil evi kumarhane içermez. ancak yakında casino joa de st-cyprien kumarhanesi (13 dk. araçla gidiş mesafesi) bulunur. ",no
3765,xiaomi redmi note 10 s kulaklık değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi redmi note 10 s kulaklık değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
3782,turna.com'dan aldığım bilette isim değişikliği yapabilir miyim?,hayır.,no
3792,bayşanslı belge istiyor mu?,"hayır, bayşanslı üyelerinden belge talep etmeyen güvenilir bir bahis sitesidir.",no
3807,volte-telefon görüşmesi yapıldığında data volümüm tükeniyor mu?,"hayır, volte kullanımı sırasında kullandığın tarifenin data volümü tüketilmez.",no
3810,ywca hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında starlight casino (25 dk. araçla gidiş mesafesi) bulunur. ",no
3816,"radisson blu hotel, marrakech carré eden içinde kumarhane var mı? ","hayır, bu otel kumarhane içermez. ancak yakında casino de marrakech (3 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (7 dk. araçla gidiş mesafesi) bulunur. ",no
3875,black survival / 黑色幸存者 türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3879,xiaomi mi 9 se kamera camı değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi 9 se kamera camı değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
3894,"centro hotel celler tor, misafirlerine otelde otopark imkânı sunuyor mu? ","maalesef hayır, ancak araçlar sokağa park edilebilir. ",no
3907,apex legends™ - legacy pack türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
3987, ExpressVPN bir Zattoo hesabı ile birlikte mi geliyor?,"Maalesef hayır. Zattoo'nun devasa içerik kütüphanesine erişmek için bir Zattoo hesabına sahip olmanız gerekecektir. Bununla birlikte, bağlantınızı korumak ve internet üzerinden kolay bir şekilde izlemek için ExpressVPN'i kullanabilirsiniz.",no
3996,studio excellent 21 içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında holland casino utrecht kumarhanesi (21 dk. araçla gidiş mesafesi) bulunur. ",no
4011,best western premier freeport inn calgary airport içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında century downs racetrack and casino (7 dk. araçla gidiş mesafesi) ve casino calgary kumarhanesi (15 dk. araçla gidiş mesafesi) bulunur. ",no
4014,drury court hotel misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
4021,"oulu hotelli apartments, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
4057,hotel piola misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
4080,eachine e58 uygulama kontrol Özelliği var mı?,"hayır, uygulama kontrol Özelliği bulunmamaktadır.",no
4111,videolarımız sadece youtube Üzerinde mi yayınlacak?,"hayır, youtube dışında google görüntülü reklam ağında bulunan video reklam yayınlamaya müsait siteler ve mobil uygulamalarda görüntülenebilecektir.",no
4140,sandman hotel & suites prince george içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında treasure cove casino (3 dk. araçla gidiş mesafesi) bulunur. ",no
4163,türkiye’den yurt dışındaki 800'lü hatları arayabilir miyim?,hayır. uluslararası arama özelliği açık olsa da uluslararası 00 800'lü hatlar aranamamaktadır.,no
4183,st thomas şehrinde geçici ehliyete sahip araç kiralayabilir miyim?,"hayır, birlikte çalıştığımız tüm araç kiralama acenteleri geçici ehliyet kabul etmiyor. araç kiralayabilmeniz için tam bir ehliyetinizin olması gerekir. ",no
4264,teminat İsteniyor mu?,hayır. hiç bir şekilde teminat veya kefil talep edilmemektedir. Ön ödeme isteyen ve firma kisvesi altında hizmet verdiğini söyleyenlere de itibar etmeyiniz.,no
4270,sipark boutique hotel evcil hayvan kabul ediyor mu?,"hayır, sipark boutique hotel evcil hayvan kabul etmemektedir.",no
4274,home2 suites by hilton warminster horsham içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında parx casino and racetrack (24 dk. araçla gidiş mesafesi) bulunur. ",no
4284,kahramanmaraş spor salonu fitness web sitesi yaptırmak için aynı şehirde mi olmamız gerekiyor?,"hayır, tüm çalışmalarımızı online olarak yürütüyor ve türkiye'nin her ilinde çalışmalar yürütüyoruz. bütün verileri sizden internet üzerinden sağlıyoruz.",no
4300,days inn & suites by wyndham cherry hill - philadelphia içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında sugarhouse kumarhanesi (15 dk. araçla gidiş mesafesi) bulunur. ",no
4324,streets of rage 4 türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
4349,the inn at mountainview içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında live! casino pittsburgh (5 dk. araçla gidiş mesafesi) bulunur. ",no
4362,house builder: first job türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
4371,"la flor de al-andalus, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
4385,arty paris porte de versailles by hiphophostels evcil hayvan kabul ediyor mu?,"hayır, arty paris porte de versailles by hiphophostels evcil hayvan kabul etmemektedir.",no
4396,the roosevelt hotel ücretsiz park imkanı sunuyor mu?,"hayır, the roosevelt hotel ücretsiz park imkanı sunmamaktadır.",no
